DSC_0051_9,0,329,1920,327,960,328,90.06
DSC_0054_3,0,708,1920,594,960,651,93.398
DSC_0059_2,0,740,1358,1080,679,910,75.944
DSC_0054_6,0,592,1920,481,960,536,93.279
DSC_0054_9,0,482,1920,377,960,429,93.1
DSC_0059_3,1346,0,1920,136,1633,68,76.67
DSC_0059_6,0,137,1920,610,960,373,76.132
DSC_0060_2,0,925,1920,938,960,931,89.582
DSC_0059_9,0,610,1901,1080,950,844,76.063
DSC_0060_5,0,939,1920,953,960,946,89.582
DSC_0043_2,615,0,1920,199,1267,99,81.293
DSC_0046_2,0,953,1920,930,960,941,90.656
DSC_0043_5,0,200,1920,494,960,347,81.294
DSC_0042_9,0,301,1920,616,960,458,80.654
DSC_0049_6,0,288,1920,320,960,304,89.045
DSC_0046_5,0,929,1920,907,960,918,90.656
DSC_0049_3,0,266,1920,290,960,278,89.284
DSC_0036_5,0,896,1221,1080,610,987,81.345
DSC_0036_2,0,621,1920,898,960,759,81.761
DSC_0036_9,0,97,1920,379,960,238,81.644
DSC_0037_6,0,71,1920,95,960,83,89.284
DSC_0042_2,0,762,1920,1072,960,917,80.828
DSC_0037_9,0,100,1920,126,960,113,89.224
DSC_0037_3,0,41,1920,69,960,55,89.164
DSC_0042_6,57,0,1920,304,988,151,80.677
DSC_0035_9,0,212,1920,240,960,226,89.164
DSC_0049_9,0,317,1920,348,960,332,89.045
DSC_0051_6,0,320,1920,327,960,323,89.761
DSC_0051_3,0,313,1920,322,960,317,89.702
DSC_0035_3,0,156,1920,181,960,168,89.224
DSC_0792_6,0,303,1920,322,960,312,89.403
DSC_0792_9,0,323,1920,345,960,334,89.344
DSC_0793_3,0,228,1920,225,960,226,90.06
DSC_0793_6,0,221,1920,219,960,220,90.06
DSC_0793_9,0,218,1920,217,960,217,90
DSC_0788_7,0,627,1920,600,960,613,90.776
DSC_0789_1,0,615,1920,565,960,590,91.492
DSC_0789_7,0,515,1920,464,960,489,91.492
DSC_0789_4,0,563,1920,517,960,540,91.372
DSC_0790_4,0,628,1920,566,960,597,91.85
DSC_0790_1,0,687,1920,627,960,657,91.79
DSC_0790_7,0,564,1920,498,960,531,91.969
DSC_0791_2,0,138,1920,81,960,109,91.671
DSC_0791_5,0,80,1920,23,960,51,91.671
DSC_0792_3,0,285,1920,300,960,292,89.523
DSC_0785_1,0,467,1920,486,960,476,89.403
DSC_0785_4,0,485,1920,500,960,492,89.523
DSC_0785_7,0,500,1920,505,960,502,89.821
DSC_0786_1,0,505,1920,510,960,507,89.821
DSC_0786_4,0,511,1920,511,960,511,90
DSC_0786_7,0,510,1920,508,960,509,90.06
DSC_0787_2,0,137,1920,123,960,130,90.418
DSC_0787_5,0,122,1920,106,960,114,90.477
DSC_0788_1,0,674,1920,652,960,663,90.656
DSC_0788_4,0,652,1920,629,960,640,90.656
DSC_0780_9,0,212,1920,406,960,309,84.23
DSC_0782_1,0,565,1920,580,960,572,89.523
DSC_0782_4,0,579,1920,588,960,583,89.702
DSC_0782_7,0,586,1920,592,960,589,89.821
DSC_0783_1,0,624,1920,660,960,642,88.926
DSC_0783_4,0,658,1920,687,960,672,89.105
DSC_0783_7,0,686,1920,711,960,698,89.224
DSC_0784_4,0,497,1920,507,960,502,89.702
DSC_0784_1,0,482,1920,498,960,490,89.523
DSC_0784_7,0,506,1920,513,960,509,89.761
DSC_0751_4,0,730,1920,730,960,730,90
DSC_0751_1,0,772,1920,730,960,751,91.253
DSC_0768_2,0,979,1920,954,960,966,90.716
DSC_0751_7,0,728,1920,774,960,751,88.628
DSC_0777_5,0,496,1920,518,960,507,89.344
DSC_0776_5,0,647,1920,652,960,649,89.821
DSC_0778_5,0,621,1920,586,960,603,91.015
DSC_0779_5,0,710,1920,721,960,715,89.642
DSC_0780_2,0,910,1704,1080,852,995,84.303
DSC_0780_6,0,20,1920,213,960,116,84.23
DSC_0737_5,0,1012,1920,1051,960,1031,88.807
DSC_0738_3,0,456,1920,489,960,472,88.985
DSC_0748_3,0,698,1920,606,960,652,92.743
DSC_0738_9,0,523,1920,560,960,541,88.866
DSC_0748_9,0,514,1920,427,960,470,92.565
DSC_0748_6,0,604,1920,514,960,559,92.684
DSC_0749_9,0,22,1920,28,960,25,89.821
DSC_0749_6,0,16,1920,22,960,19,89.821
DSC_0750_6,0,16,1920,12,960,14,90.119
DSC_0750_3,0,16,1920,17,960,16,89.94
DSC_0732_3,0,318,1920,362,960,340,88.687
DSC_0732_9,0,387,1920,396,960,391,89.702
DSC_0733_3,369,0,1920,75,1144,37,87.197
DSC_0733_6,0,74,1920,165,960,119,87.257
DSC_0732_6,0,361,1920,388,960,374,89.164
DSC_0733_9,0,165,1920,254,960,209,87.316
DSC_0736_6,136,0,1920,309,1028,154,80.142
DSC_0736_9,0,308,1919,641,959,474,80.132
DSC_0734_2,0,871,1920,929,960,900,88.27
DSC_0731_9,0,110,1301,0,650,55,94.829
DSC_0728_5,0,398,1920,537,960,467,85.83
DSC_0728_8,0,536,1920,689,960,612,85.414
DSC_0728_2,0,276,1920,399,960,337,86.305
DSC_0729_2,265,1080,1920,951,1092,1015,94.42
DSC_0730_3,75,0,1920,119,997,59,86.281
DSC_0729_5,0,951,1920,806,960,878,94.289
DSC_0730_9,0,230,1920,333,960,281,86.9
DSC_0730_6,0,117,1920,231,960,174,86.602
DSC_0731_3,0,411,1920,267,960,339,94.289
DSC_0731_6,0,266,1920,111,960,188,94.586
DSC_0723_6,0,44,1920,89,960,66,88.628
DSC_0723_9,0,87,1920,128,960,107,88.747
DSC_0724_3,0,175,1920,261,960,218,87.435
DSC_0724_6,0,261,1920,333,960,297,87.852
DSC_0724_9,0,333,1920,392,960,362,88.21
DSC_0725_3,0,781,1920,1039,960,910,82.347
DSC_0727_2,0,15,1920,80,960,47,88.031
DSC_0726_6,0,930,1920,1002,960,966,87.852
DSC_0726_3,0,824,1920,931,960,877,86.781
